Post Title,Link
[問題] VIVO X70 雙擊電源開啟相機 ?,https://www.ptt.cc/bbs/MobileComm/M.1658414237.A.1FD.html
[心得] vivo X70 Pro/X80拍照錄影比較（圖多）,https://www.ptt.cc/bbs/MobileComm/M.1656248879.A.77B.html
[心得] vivo X70 Pro跟X80日拍測試,https://www.ptt.cc/bbs/MobileComm/M.1655522687.A.FF5.html
[問題] reno6 pro/Vivo x70詢問,https://www.ptt.cc/bbs/MobileComm/M.1654397674.A.32B.html
[問題] Vivo X70 spotify閃退,https://www.ptt.cc/bbs/MobileComm/M.1653843613.A.3BE.html
[心得] Vivo X70 pro 無後製實拍,https://www.ptt.cc/bbs/MobileComm/M.1653820874.A.207.html
[購機] Samsung S21+/Vivo x70 pro或其他,https://www.ptt.cc/bbs/MobileComm/M.1652714890.A.CF6.html
[購機] A52s vs Vivo X70,https://www.ptt.cc/bbs/MobileComm/M.1648296035.A.414.html
[購機] OPPO reno7 pro vs vivo X70 Pro,https://www.ptt.cc/bbs/MobileComm/M.1645339564.A.29B.html
[情報] nubia Z40 Pro外觀:磚塊版vivo X70 Pro+,https://www.ptt.cc/bbs/MobileComm/M.1645180480.A.186.html
[問題] vivo x70 pro手機翻轉異音,https://www.ptt.cc/bbs/MobileComm/M.1644330043.A.F99.html
[討論] 一加10Pro vs Vivo X70 Pro Plus拍攝比對,https://www.ptt.cc/bbs/MobileComm/M.1643132599.A.EE9.html
[情報] vivo X70 Pro DxO 131分 位居12名,https://www.ptt.cc/bbs/MobileComm/M.1642238511.A.412.html
[購機] 15K 拍照 影音 Pixel 6 / Vivo X70,https://www.ptt.cc/bbs/MobileComm/M.1640780761.A.F5F.html
[心得] vivo x70輕分享關於HDR,https://www.ptt.cc/bbs/MobileComm/M.1639301654.A.653.html
[討論] vivo x70 pro是不是拍片的好手機,https://www.ptt.cc/bbs/MobileComm/M.1638672769.A.000.html
[問題] vivo x70 jptt列表的線為什麼那麼粗？,https://www.ptt.cc/bbs/MobileComm/M.1637223057.A.7C1.html
[討論] iPhone 13P vs Vivo X70P(獵戶座)拍攝,https://www.ptt.cc/bbs/MobileComm/M.1636653210.A.2F7.html
[心得] Vivo X70Pro+實拍與感想,https://www.ptt.cc/bbs/MobileComm/M.1636244707.A.DEB.html
[心得] vivo X70 Pro 一個月來使用心得,https://www.ptt.cc/bbs/MobileComm/M.1635934408.A.65E.html
